stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
766,MXMAI2,"Maxéville Mairie",,48.712840,6.161704,,,0,
909,MXMAI3,"Maxéville Mairie",,48.712348,6.162608,,,0,
1909,MXMAI4,"Maxéville Mairie",,48.712254,6.162711,,,0,
350,MXMRT1,"Lafayette",,48.710251,6.172345,,,0,
1349,MXMRT2,"Lafayette",,48.710282,6.172210,,,0,
683,MXPAT0,"Montée de Pinchard",,48.707779,6.162157,,,0,
1683,MXPAT1,"Montée de Pinchard",,48.706970,6.161339,,,0,
910,MXRIP0,"Bon Repos",,48.709600,6.162078,,,0,
1910,MXRIP1,"Bon Repos",,48.710591,6.162128,,,0,
765,MXRNY0,"Cheverny",,48.713332,6.157093,,,0,
1765,MXRNY1,"Cheverny",,48.713309,6.157803,,,0,
796,MXSOL0,"Solvay",,48.717035,6.166621,,,0,
1796,MXSOL1,"Solvay",,48.717073,6.165897,,,0,
216,NYACL0,"Alix Le Clerc",,48.701369,6.164149,,,0,
1216,NYACL1,"Alix Le Clerc",,48.701953,6.164078,,,0,
767,NYALX0,"Place des Justes",,48.685980,6.181242,,,0,
1767,NYALX1,"Place des Justes",,48.685904,6.181225,,,0,
240,NYAME0,"Amerval",,48.692985,6.180796,,,0,
1240,NYAME1,"Amerval",,48.693102,6.180785,,,0,
285,NYANN0,"Beauregard Saint-Anne",,48.693220,6.140274,,,0,
1285,NYANN1,"Beauregard Saint-Anne",,48.693269,6.140201,,,0,
378,NYAUS0,"Austrasie",,48.687431,6.204428,,,0,
1378,NYAUS1,"Austrasie",,48.687335,6.204174,,,0,
238,NYBAR0,"Baron Louis",,48.696265,6.174568,,,0,
78,NYBAU1,"Georges de la Tour",,48.691381,6.138404,,,0,
1078,NYBAU2,"Georges de la Tour",,48.691255,6.138563,,,0,
1251,NYBCR1,"Achille Lévy",,48.677668,6.198798,,,0,
34,NYBFF0,"Boufflers",,48.693047,6.138210,,,0,
1034,NYBFF1,"Boufflers",,48.692972,6.138141,,,0,
1293,NYBIB0,"Bibliothèque",,48.692152,6.178664,,,0,
1926,NYBIS1,"Bisiaux",,48.701545,6.145342,,,0,
10,NYBLA0,"Campus ARTEM Blandan",,48.672056,6.172593,,,0,
1010,NYBLA1,"Campus ARTEM Blandan",,48.672097,6.172568,,,0,
417,NYBLA3,"Campus ARTEM Blandan",,48.672846,6.173304,,,0,
668,NYBLA5,"ARTEM",,48.672557,6.172117,,,0,
289,NYBLC0,"Chemin Blanc",,48.690374,6.156049,,,0,
1289,NYBLC1,"Chemin Blanc",,48.690506,6.155764,,,0,
217,NYBOU0,"Place Aimé Morot",,48.699303,6.165712,,,0,
1217,NYBOU1,"Place Aimé Morot",,48.699454,6.165820,,,0,
306,NYBRI0,"Brice",,48.679487,6.181901,,,0,
38,NYBUT0,"Buthegnémont",,48.696493,6.146246,,,0,
1038,NYBUT1,"Buthegnémont",,48.696585,6.146676,,,0,
302,NYCAN0,"Clinchant",,48.680342,6.184561,,,0,
1302,NYCAN1,"Clinchant",,48.678843,6.184739,,,0,
239,NYCAR0,"Place Carnot",,48.692944,6.176891,,,0,
1239,NYCAR1,"Place Carnot",,48.694108,6.177787,,,0,
19,NYCAT0,"Cathédrale",,48.691655,6.185323,,,0,
1019,NYCAT1,"Cathédrale",,48.691934,6.185915,,,0,
42,NYCAV0,"Cavallier",,48.693242,6.165368,,,0,
1042,NYCAV1,"Cavallier",,48.694231,6.165231,,,0,
83,NYCED0,"Cèdre Bleu",,48.702275,6.152065,,,0,
1083,NYCED1,"Cèdre Bleu",,48.702007,6.150938,,,0,
244,NYCH30,"Quartier Saint-Nicolas",,48.686129,6.184444,,,0,
1244,NYCH31,"Quartier Saint-Nicolas",,48.687505,6.184928,,,0,
341,NYCH50,"Charles V",,48.698584,6.175374,,,0,
1341,NYCH51,"Charles V",,48.698496,6.175223,,,0,
144,NYCHV0,"Chevert",,48.672998,6.175775,,,0,
1436,NYCIT1,"Citadelle",,48.700420,6.178818,,,0,
776,NYCIT2,"Citadelle",,48.700269,6.176679,,,0,
1954,NYCLA0,"St Nicolas",,48.688977,6.185533,,,0,
125,NYCLG0,"Charlemagne",,48.681715,6.162209,,,0,
1125,NYCLG1,"Charlemagne",,48.681610,6.161980,,,0,
296,NYCLM1,"Parc de Saurupt",,48.679246,6.180488,,,0,
1296,NYCLM3,"Parc de Saurupt",,48.679291,6.180673,,,0,
305,NYCMS0,"Cimetière de Sud",,48.677241,6.191641,,,0,
1305,NYCMS1,"Cimetière du Sud",,48.676521,6.192103,,,0,
324,NYCNM0,"Cinéma",,48.692498,6.197228,,,0,
645,NYCNM1,"Cinéma",,48.692514,6.197080,,,0,
37,NYCOL0,"Colline",,48.695850,6.141430,,,0,
1037,NYCOL1,"Colline",,48.695918,6.141374,,,0,
130,NYCOM0,"Commanderie",,48.686484,6.167817,,,0,
1130,NYCOM1,"Commanderie",,48.685562,6.166729,,,0,
243,NYCOU0,"Place Charles III - Point Central",,48.689111,6.182225,,,0,
301,NYCRE0,"Crépin",,48.677724,6.186234,,,0,
22,NYCRI0,"Cristalleries",,48.697470,6.198810,,,0,
1022,NYCRI1,"Cristalleries",,48.697526,6.198725,,,0,
1032,NYCRI2,"Cristalleries",,48.697431,6.198921,,,0,
32,NYCRI3,"Cristalleries",,48.697730,6.198826,,,0,
1371,NYCTH1,"Sainte-Catherine",,48.694920,6.189996,,,0,
41,NYCUV0,"Cité Universitaire",,48.696220,6.162491,,,0,
1041,NYCUV1,"Cité Universitaire",,48.696310,6.162468,,,0,
20,NYDFE0,"Division de Fer",,48.693135,6.190400,,,0,
1020,NYDFE2,"Division de Fer",,48.693118,6.190563,,,0,
1372,NYDFE3,"Division de Fer",,48.692606,6.190127,,,0,
442,NYDUC0,"Musée Lorrain",,48.697084,6.179298,,,0,
336,NYDUP0,"Dupont des Loges",,48.682737,6.169206,,,0,
1347,NYDUS0,"Dusaulx",,48.704868,6.174162,,,0,
1346,NYECO1,"MJC 3 Maisons",,48.705864,6.175858,,,0,
441,NYEPV0,"Saint-Epvre",,48.695201,6.179647,,,0,
11,NYEXE0,"Exelmans",,48.675301,6.176208,,,0,
1011,NYEXE1,"Exelmans",,48.675323,6.176141,,,0,
431,NYEXE2,"Exelmans",,48.675195,6.175895,,,0,
62,NYFAC0,"Faculté de Droit",,48.693102,6.175401,,,0,
127,NYFAI0,"Faïencerie",,48.690327,6.184310,,,0,
40,NYFOC0,"La Foucotte",,48.696862,6.159205,,,0,
1040,NYFOC1,"La Foucotte",,48.696996,6.159095,,,0,
712,NYFOU0,"Charles de Foucauld",,48.702168,6.179828,,,0,
1712,NYFOU1,"Charles de Foucauld",,48.702504,6.181651,,,0,
345,NYFTE0,"Fontenoy",,48.705143,6.176430,,,0,
1345,NYFTE1,"Fontenoy",,48.704491,6.177512,,,0,
106,NYGAM0,"Gambetta",,48.692207,6.180447,,,0,
13,NYGAN0,"Garenne",,48.681139,6.178571,,,0,
1013,NYGAN1,"Garenne",,48.681135,6.178476,,,0,
16,NYGAR0,"Nancy Gare",,48.689119,6.175928,,,0,
700,NYGAR1,"Poirel",,48.690399,6.175692,,,0,
1016,NYGAR2,"Nancy Gare",,48.689179,6.175909,,,0,
1700,NYGAR5,"Nancy Gare",,48.689266,6.176036,,,0,
145,NYGEB0,"Gébhart",,48.673515,6.173674,,,0,
35,NYGEN0,"Gentilly",,48.695011,6.138903,,,0,
759,NYGEN4,"Gentilly",,48.695325,6.139427,,,0,
724,NYGHE0,"Varsovie",,48.683485,6.183892,,,0,
1724,NYGHE1,"Varsovie",,48.683519,6.183954,,,0,
295,NYGNN0,"Garenne",,48.681969,6.183699,,,0,
1295,NYGNN1,"Garenne",,48.681296,6.182784,,,0,
43,NYGOB0,"Place Godefroy de Bouillon",,48.691924,6.168277,,,0,
1043,NYGOB1,"Place Godefroy de Bouillon",,48.692717,6.166671,,,0,
1219,NYGOB2,"Place Godefroy de Bouillon",,48.692881,6.168314,,,0,
21,NYGRG0,"Saint-Georges",,48.695657,6.195330,,,0,
1021,NYGRG1,"Saint-Georges",,48.695684,6.195251,,,0,
1226,NYGRI0,"Gridel",,48.686671,6.160772,,,0,
205,NYGUI0,"Rives de Meurthe",,48.690165,6.200060,,,0,
646,NYGUI2,"Rives de Meurthe",,48.690162,6.199926,,,0,
435,NYHAU2,"Montet Octroi",,48.669334,6.169440,,,0,
1238,NYHBO0,"Haut-Bourgeois",,48.695974,6.176419,,,0,
1247,NYHOP1,"Hôpital Central - Maternité",,48.682260,6.192104,,,0,
44,NYHUG0,"Domrémy",,48.688355,6.170295,,,0,
1132,NYHUG1,"Poincaré",,48.689289,6.169308,,,0,
337,NYJAR0,"Jeanne d'Arc",,48.683128,6.171677,,,0,
1337,NYJAR2,"Jeanne d'Arc",,48.684925,6.175059,,,0,
12,NYJAU0,"Jean Jaurès",,48.678368,6.179659,,,0,
1012,NYJAU2,"Jean Jaurès",,48.679034,6.179837,,,0,
619,NYJCR0,"Joli Coeur",,48.702415,6.174478,,,0,
147,NYJUI0,"Maréchal Juin",,48.677702,6.170242,,,0,
375,NYJUL0,"Saint-Julien",,48.685981,6.191207,,,0,
1375,NYJUL1,"Saint-Julien",,48.685918,6.191187,,,0,
15,NYKEN0,"Kennedy",,48.686453,6.174775,,,0,
629,NYKEN1,"Saint-Léon",,48.688251,6.172919,,,0,
1015,NYKEN2,"Kennedy",,48.686435,6.174715,,,0,
128,NYKLB0,"Kléber",,48.684633,6.168105,,,0,
1336,NYKLB1,"Kléber",,48.683730,6.169719,,,0,
203,NYKRU0,"Krug",,48.682861,6.203075,,,0,
1203,NYKRU1,"Krug",,48.682693,6.203034,,,0,
287,NYLCO0,"La Côte",,48.691761,6.149505,,,0,
1287,NYLCO1,"La Côte",,48.691875,6.149194,,,0,
297,NYLEC0,"Oudinot",,48.676286,6.178636,,,0,
1048,NYLEO0,"Patton",,48.690770,6.171287,,,0,
1131,NYLEO1,"Saint-Léon",,48.689896,6.171262,,,0,
687,NYLEV0,"Achille Lévy",,48.678227,6.197873,,,0,
919,NYLOB2,"Lobau",,48.680832,6.198035,,,0,
1919,NYLOB3,"Lobau",,48.682050,6.197682,,,0,
376,NYLOR0,"Loritz",,48.687139,6.195607,,,0,
1376,NYLOR1,"Loritz",,48.685838,6.196872,,,0,
366,NYMAC0,"Mac Mahon",,48.704094,6.182854,,,0,
1366,NYMAC1,"Mac Mahon",,48.704379,6.182992,,,0,
1995,NYMAF0,"Manufacture",,48.696220,6.172896,,,0,
17,NYMAG0,"Maginot",,48.689224,6.177758,,,0,
1017,NYMAG1,"Maginot",,48.689232,6.177529,,,0,
288,NYMAQ0,"Marquette",,48.691072,6.152779,,,0,
1288,NYMAQ1,"Marquette",,48.691138,6.152782,,,0,
1243,NYMAR0,"Place Charles III - Point Central",,48.689555,6.183403,,,0,
248,NYMAT0,"Hôpital Central - Maternité",,48.682013,6.192214,,,0,
1047,NYMAZ0,"Tour Thiers  Gare",,48.690945,6.174797,,,0,
202,NYMBR0,"Marcel Brot",,48.679222,6.204901,,,0,
1202,NYMBR1,"Marcel Brot",,48.679294,6.204715,,,0,
2001,NYMCO2,"Rue des Ponts",,48.687888,6.182280,,,0,
14,NYMDE0,"Mon Desert",,48.684400,6.176430,,,0,
1014,NYMDE1,"Mon Desert",,48.684375,6.176339,,,0,
321,NYMED0,"Médreville",,48.685278,6.160242,,,0,
1321,NYMED1,"Médreville",,48.685775,6.157803,,,0,
660,NYMES0,"Messier",,48.689513,6.160094,,,0,
1660,NYMES1,"Messier",,48.689645,6.159699,,,0,
918,NYMOL0,"Molitor",,48.685382,6.195778,,,0,
1918,NYMOL1,"Molitor",,48.685266,6.196072,,,0,
1206,NYMOT1,"Saint-Georges",,48.695586,6.195367,,,0,
1647,NYMOT3,"Saint-Georges",,48.695578,6.193570,,,0,
601,NYMRR0,"Centre Pénitentiaire",,48.705529,6.151783,,,0,
1601,NYMRR1,"Centre Pénitentiaire",,48.705759,6.152833,,,0,
39,NYMSY0,"Saint-Mansuy",,48.697309,6.155113,,,0,
1039,NYMSY1,"Saint-Mansuy",,48.697341,6.154598,,,0,
9,NYMTO0,"Montet Octroi",,48.668385,6.168634,,,0,
1009,NYMTO1,"Montet Octroi",,48.668427,6.168541,,,0,
338,NYMUL0,"Mulhouse",,48.684398,6.178271,,,0,
1338,NYMUL1,"Mulhouse",,48.685073,6.179254,,,0,
82,NYOMB0,"Les Ombelles",,48.700914,6.147199,,,0,
1082,NYOMB1,"Les Ombelles",,48.700970,6.147163,,,0,
299,NYOUD0,"Oudinot",,48.676104,6.181921,,,0,
126,NYPAI0,"Painlevé",,48.682275,6.166216,,,0,
1126,NYPAI1,"Painlevé",,48.682067,6.164638,,,0,
1127,NYPAI2,"Painlevé",,48.682368,6.165806,,,0,
80,NYPAL0,"Palais des Sports - Gentilly",,48.699778,6.140587,,,0,
1080,NYPAL1,"Palais des Sports - Gentilly",,48.699617,6.138455,,,0,
1603,NYPAR1,"Majorelle",,48.701281,6.144253,,,0,
18,NYPCL0,"Point Central",,48.690586,6.182049,,,0,
242,NYPCL1,"Place Stanislas - Dom Calmet",,48.690992,6.180901,,,0,
1018,NYPCL2,"Point Central",,48.690949,6.182868,,,0,
71,NYPDE0,"Leopold",,48.697090,6.175880,,,0,
343,NYPIE0,"Pierson",,48.703056,6.175288,,,0,
81,NYPOL0,"Cliniques",,48.700165,6.144088,,,0,
1081,NYPOL1,"Cliniques",,48.700174,6.143476,,,0,
1949,NYPPI0,"Porte de la Craffe",,48.698316,6.178302,,,0,
775,NYPPP0,"Parc de la Pépinière",,48.700169,6.184214,,,0,
1951,NYPST0,"Place Stanislas",,48.692789,6.182954,,,0,
1133,NYPVI0,"Préville",,48.687618,6.166173,,,0,
1227,NYPVI1,"Préville",,48.688119,6.165516,,,0,
1291,NYPVI2,"Préville",,48.688462,6.166494,,,0,
466,NYQBA0,"Quai de la Bataille",,48.682088,6.185200,,,0,
738,NYQBA1,"Quai de la Bataille",,48.682038,6.185400,,,0,
46,NYREP0,"Nancy Gare",,48.688656,6.176165,,,0,
1046,NYREP1,"Nancy Gare",,48.688473,6.177089,,,0,
226,NYSAC0,"Sacré Coeur",,48.686227,6.162805,,,0,
290,NYSAN0,"Santifontaine",,48.688833,6.163311,,,0,
1290,NYSAN1,"Santifontaine",,48.689008,6.162692,,,0,
686,NYSAV0,"Vic",,48.680428,6.194745,,,0,
1686,NYSAV1,"Vic",,48.680572,6.194785,,,0,
750,NYSEB0,"Saint-Sébastien",,48.688270,6.179449,,,0,
1750,NYSEB1,"Saint-Sébastien",,48.688121,6.179637,,,0,
1974,NYSEB2,"Saint Sébastien",,48.688978,6.178812,,,0,
1658,NYSIM0,"Simon",,48.700585,6.176518,,,0,
52,NYSIM1,"Simon",,48.700849,6.176565,,,0,
146,NYSIV0,"Sivry",,48.675401,6.171940,,,0,
215,NYSOL0,"Nancy Jean Lamour",,48.703711,6.163103,,,0,
1215,NYSOL1,"Nancy Jean Lamour",,48.704886,6.162867,,,0,
633,NYSPL0,"Esplanade",,48.688156,6.200047,,,0,
1633,NYSPL1,"Esplanade",,48.688330,6.199918,,,0,
496,NYSTD0,"Stade Matter",,48.689541,6.202481,,,0,
1496,NYSTD1,"Stade Matter",,48.689723,6.202387,,,0,
677,NYSTN0,"Place Stanislas - Dom Calmet",,48.692029,6.181566,,,0,
86,NYTAM0,"Nancy Tilleul Argenté",,48.703182,6.155197,,,0,
1086,NYTAM1,"Nancy Tilleul Argenté",,48.703227,6.155088,,,0,
636,NYTAM2,"Nancy Tilleul Argenté",,48.703692,6.155431,,,0,
148,NYTHE0,"Nancy Thermal",,48.679576,6.167046,,,0,
1148,NYTHE1,"Nancy Thermal",,48.679167,6.167070,,,0,
1340,NYTIS0,"Cyfflé",,48.687158,6.182277,,,0,
298,NYVAU0,"Vaucouleurs",,48.674410,6.181333,,,0,
1298,NYVAU1,"Sainte-Colette",,48.674753,6.182792,,,0,
351,NYVAY0,"Vayringe",,48.706521,6.176997,,,0,
1351,NYVAY1,"Vayringe",,48.707345,6.177724,,,0,
218,NYVER0,"Campus Lettres",,48.695601,6.167345,,,0,
1218,NYVER1,"Campus Lettres",,48.695668,6.167507,,,0,
204,NYVIC0,"Victor",,48.686488,6.199754,,,0,
1377,NYVIC1,"Victor",,48.686358,6.201203,,,0,
1204,NYVIC3,"Victor",,48.686617,6.200708,,,0,
1303,NYVIL0,"Villard",,48.680245,6.187880,,,0,
286,NYVIR0,"Viray",,48.692522,6.145884,,,0,
1286,NYVIR1,"Viray",,48.692560,6.146008,,,0,
304,NYVLL0,"Villemin",,48.678845,6.189980,,,0,
1304,NYVLL1,"Villemin",,48.678953,6.189959,,,0,
1146,NYVOB0,"Artem Vauban",,48.673853,6.171217,,,0,
246,NYVOS0,"Place des Vosges",,48.684820,6.187650,,,0,
1245,NYVOS1,"Place des Vosges",,48.684833,6.187374,,,0,
681,NYVOS2,"Pichon",,48.683540,6.185367,,,0,
1681,NYVOS3,"Pichon",,48.684458,6.186508,,,0,
704,PLBOR0,"Blés d'Or",,48.705472,6.258989,,,0,
1704,PLBOR1,"Blés d'Or",,48.705243,6.258213,,,0,
424,PLCES0,"Collège Goncourt",,48.706141,6.260913,,,0,
1424,PLCES1,"Collège Goncourt",,48.706619,6.261407,,,0,
427,PLCHG0,"Charles de Gaulle",,48.704493,6.254640,,,0,
1427,PLCHG1,"Charles de Gaulle",,48.704379,6.254355,,,0,
425,PLFIN0,"Petite Fin",,48.708821,6.257984,,,0,
1425,PLFIN1,"Petite Fin",,48.708902,6.257430,,,0,
421,PLLBR0,"Lebrun",,48.699476,6.255211,,,0,
1421,PLLBR1,"Lebrun",,48.699677,6.255380,,,0,
740,PLREN0,"Renaissance",,48.704616,6.248886,,,0,
1740,PLREN1,"Renaissance",,48.704701,6.248934,,,0,
422,PLREP0,"Pulnoy République",,48.702046,6.257946,,,0,
1422,PLREP1,"Pulnoy République",,48.701950,6.257605,,,0,
607,PLSEM0,"Semoir",,48.709764,6.264358,,,0,
1607,PLSEM1,"Semoir",,48.709184,6.264182,,,0,
423,PLSOR0,"Sorbiers",,48.704035,6.260282,,,0,
1423,PLSOR1,"Sorbiers",,48.704054,6.260214,,,0,
789,PLVER0,"Résidences Vertes",,48.701909,6.250651,,,0,
1789,PLVER1,"Résidences Vertes",,48.701899,6.250596,,,0,
703,PLVVA0,"Vervaux",,48.697378,6.254656,,,0,
1703,PLVVA1,"Vervaux",,48.697165,6.254678,,,0,
1679,SCAGE0,"Maison de l'Amitié",,48.712800,6.262728,,,0,
411,SCBIJ0,"Les Bijoins",,48.712361,6.253729,,,0,
1411,SCBIJ1,"Les Bijoins",,48.712299,6.253781,,,0,
608,SCDNO0,"Donon",,48.714849,6.269171,,,0,
1608,SCDNO1,"Donon",,48.714740,6.269269,,,0,
401,SCEGL0,"Seichamps - Eglise",,48.716915,6.265511,,,0,
1401,SCEGL1,"Seichamps - Eglise",,48.716988,6.265372,,,0,
734,SCFLE0,"Parterres Fleuris",,48.710021,6.254066,,,0,
1734,SCFLE1,"Parterres Fleuris",,48.709582,6.254330,,,0,
403,SCGLB0,"Galibier",,48.715550,6.273911,,,0,
1403,SCGLB1,"Galibier",,48.715175,6.273657,,,0,
2037,SCHCE0,"Seichamps Ecoquartier",,48.719814,6.270926,,,0,
3037,SCHCE1,"Seichamps  Ecoquartier",,48.719794,6.270836,,,0,
404,SCHOH0,"Le Hohneck",,48.713768,6.271526,,,0,
1404,SCHOH1,"Le Hohneck",,48.713726,6.271592,,,0,
409,SCLAU0,"Saint-Laurent",,48.715101,6.259240,,,0,
1409,SCLAU1,"Saint-Laurent",,48.714993,6.259076,,,0,
751,SCMAI0,"Seichamps - Mairie",,48.714068,6.260781,,,0,
51,SCMAI1,"Seichamps - Mairie",,48.714217,6.260583,,,0,
400,SCMPS0,"Seichamps Haie Cerlin",,48.719340,6.265928,,,0,
405,SCPRA0,"Jardin Roussel",,48.712850,6.267894,,,0,
406,SCRNO0,"Renoir",,48.713102,6.266372,,,0,
410,SCROS0,"Les Rosiers",,48.713675,6.255814,,,0,
1410,SCROS1,"Les Rosiers",,48.713559,6.255758,,,0,
725,SCROU0,"Jardin Roussel",,48.711859,6.266585,,,0,
2036,SCSUR0,"Sureaux",,48.717455,6.272301,,,0,
3036,SCSUR1,"Sureaux",,48.717442,6.272245,,,0,
1407,SCVAR1,"Varinchamps",,48.711231,6.263900,,,0,
522,SLALS0,"Champagne",,48.678458,6.239190,,,0,
1522,SLALS1,"Champagne",,48.678600,6.239551,,,0,
510,SLBAR0,"La Vahotte",,48.685759,6.240540,,,0,
1510,SLBAR1,"La Vahotte",,48.685634,6.240418,,,0,
521,SLCHA0,"Saulxures Lorraine",,48.679421,6.243298,,,0,
1521,SLCHA1,"Saulxures Lorraine",,48.679421,6.242730,,,0,
512,SLEGL0,"Saulxures - Eglise",,48.689144,6.249255,,,0,
1512,SLEGL1,"Saulxures - Eglise",,48.689040,6.249246,,,0,
386,SLFOR0,"Saulxures Forêt",,48.675661,6.241713,,,0,
523,SLGPQ0,"Grands Pâquis",,48.678136,6.235538,,,0,
1523,SLGPQ1,"Grands Pâquis",,48.678185,6.235648,,,0,
513,SLJRF0,"Saulxures - Château",,48.692178,6.251172,,,0,
1513,SLJRF1,"Saulxures - Château",,48.692174,6.251288,,,0,
702,SLMAI0,"Saulxures Mairie",,48.687626,6.245205,,,0,
1702,SLMAI1,"Saulxures Mairie",,48.687642,6.245045,,,0,
2041,SLMAI2,"Saulxures Mairie",,48.687216,6.244315,,,0,
3041,SLMAI3,"Saulxures Mairie",,48.687168,6.244361,,,0,
520,SLTRI0,"Tricoterie",,48.681726,6.243823,,,0,
1520,SLTRI1,"Tricoterie",,48.681613,6.243791,,,0,
509,SLVPR0,"Vert Pré",,48.684318,6.235589,,,0,
1509,SLVPR1,"Vert Pré",,48.684240,6.235635,,,0,
385,TMBDA0,"Bois La Dame",,48.676323,6.234350,,,0,
1385,TMBDA1,"Bois La Dame",,48.676257,6.234589,,,0,
2042,TMBDA2,"Bois La Dame",,48.676538,6.235198,,,0,
3042,TMBDA3,"Bois La Dame",,48.676550,6.235092,,,0,
388,TMBDF0,"Sainte-Marguerite",,48.671990,6.227109,,,0,
1388,TMBDF1,"Sainte-Marguerite",,48.672608,6.225956,,,0,
1381,TMBRB0,"Barbusse",,48.684592,6.213328,,,0,
380,TMCNC0,"Concorde",,48.687027,6.211569,,,0,
779,TMDER0,"Tomblaine Maria Deraismes",,48.680530,6.223925,,,0,
1779,TMDER1,"Tomblaine Maria Deraismes",,48.680806,6.223507,,,0,
382,TMENS0,"Les Ensanges",,48.679986,6.216635,,,0,
1382,TMENS1,"Les Ensanges",,48.679376,6.217070,,,0,
723,TMFRA0,"Fraternité",,48.693913,6.213751,,,0,
1723,TMFRA1,"Fraternité",,48.694850,6.216047,,,0,
507,TMGAI0,"Grande Haie",,48.686732,6.217740,,,0,
1507,TMGAI1,"Grande Haie",,48.685763,6.218540,,,0,
701,TMJAU1,"Jean Jaurès",,48.692641,6.212741,,,0,
1701,TMJAU3,"Jean Jaurès",,48.693024,6.210668,,,0,
508,TMLRX0,"Leroux",,48.684082,6.229415,,,0,
1508,TMLRX1,"Leroux",,48.684137,6.228842,,,0,
1380,TMMAI0,"Tomblaine Mairie",,48.686601,6.210521,,,0,
383,TMMAR0,"Galilée",,48.676388,6.221977,,,0,
1383,TMMAR1,"Galilée",,48.675951,6.221718,,,0,
1387,TMMAR2,"Tuilerie",,48.674626,6.223368,,,0,
387,TMMAR3,"Tuilerie",,48.674513,6.223653,,,0,
780,TMMAR4,"Galilée",,48.676730,6.220596,,,0,
379,TMMRT0,"La Meurthe",,48.688318,6.208455,,,0,
1379,TMMRT1,"La Meurthe",,48.688047,6.207603,,,0,
381,TMPAX0,"La Paix",,48.684832,6.214034,,,0,
397,TMPBO0,"Porte de Bosserville",,48.675641,6.229072,,,0,
1397,TMPBO1,"Porte de Bosserville",,48.675901,6.230717,,,0,
1597,TMPBO2,"Porte de Bosserville",,48.676513,6.229079,,,0,
506,TMPOT0,"Pottier",,48.689922,6.215155,,,0,
1506,TMPOT1,"Pottier",,48.688671,6.215955,,,0,
384,TMSAL0,"Salengro",,48.676131,6.224131,,,0,
1384,TMSAL1,"Salengro",,48.676090,6.224068,,,0,
795,TMVIC0,"Victoire Daubié",,48.680133,6.226469,,,0,
1795,TMVIC1,"Victoire Daubié",,48.679922,6.226533,,,0,
467,TMVOL0,"Voltaire",,48.690651,6.210751,,,0,
1467,TMVOL1,"Voltaire",,48.691078,6.210877,,,0,
5,VAAND0,"Saint André",,48.660237,6.159491,,,0,
1005,VAAND1,"Saint André",,48.660370,6.159560,,,0,
135,VAANG0,"Amsterdam",,48.659529,6.182463,,,0,
1135,VAANG1,"Amsterdam",,48.659731,6.182719,,,0,
31,VAARC0,"Kehl",,48.660479,6.176212,,,0,
141,VABAR0,"Biancamaria",,48.669080,6.185446,,,0,
1141,VABAR1,"Biancamaria",,48.668742,6.186175,,,0,
1049,VABLG1,"Belgique",,48.666595,6.169928,,,0,
1099,VABRG3,"Bergé",,48.657424,6.171739,,,0,
1932,VABRG4,"Bergé",,48.657476,6.171535,,,0,
139,VABRH0,"Brichambeau",,48.665332,6.186701,,,0,
142,VABRI0,"Faron",,48.670737,6.181368,,,0,
307,VABRI1,"Briand",,48.672253,6.181466,,,0,
1142,VABRI2,"Faron",,48.670769,6.181114,,,0,
1307,VABRI3,"Briand",,48.672667,6.182111,,,0,
558,VABRT0,"Barthou",,48.672580,6.184859,,,0,
1558,VABRT1,"Barthou",,48.672428,6.184716,,,0,
29,VABRU0,"Bruges",,48.664777,6.168927,,,0,
7,VACAO0,"Callot",,48.666068,6.165999,,,0,
1007,VACAO1,"Callot",,48.666176,6.165984,,,0,
1,VACHU0,"Vandoeuvre CHU Brabois",,48.649497,6.146503,,,0,
1100,VACMT2,"Clair Matin",,48.658186,6.170245,,,0,
1933,VACMT4,"Clair matin",,48.658101,6.170339,,,0,
98,VACRV0,"Crévic",,48.656500,6.175648,,,0,
1098,VACRV1,"Crévic",,48.657104,6.174899,,,0,
1004,VADYR0,"Doyen Roubault",,48.657280,6.155338,,,0,
1194,VAERN0,"Européen",,48.663881,6.188856,,,0,
140,VAFAS0,"Saint-François d'Assise",,48.666916,6.188601,,,0,
193,VAFAS1,"Saint-François d'Assise",,48.666677,6.191081,,,0,
1140,VAFAS2,"Saint-François d'Assise",,48.667058,6.188707,,,0,
1193,VAFAS3,"Saint-François d'Assise",,48.668048,6.189637,,,0,
781,VAFAS4,"Saint-François d'Assise",,48.666821,6.188806,,,0,
1781,VAFAS5,"Saint-François d'Assise",,48.666990,6.188868,,,0,
2,VAFHY0,"Forêt de Haye",,48.650642,6.148398,,,0,
1002,VAFHY1,"Forêt de Haye",,48.650819,6.148171,,,0,
97,VAFON0,"Rimbaud",,48.654687,6.176446,,,0,
1097,VAFON1,"Rimbaud",,48.654562,6.176354,,,0,
768,VAFON3,"Fournier",,48.654245,6.177055,,,0,
1768,VAFON4,"Fournier",,48.654344,6.177020,,,0,
665,VAFOY0,"Foyer",,48.670130,6.187936,,,0,
1665,VAFOY1,"Foyer",,48.669977,6.187731,,,0,
638,VAFRI0,"Fribourg",,48.657915,6.176518,,,0,
1638,VAFRI1,"Fribourg",,48.657515,6.175157,,,0,
3,VAFSD0,"Faisanderie",,48.654135,6.152641,,,0,
1003,VAFSD1,"Faisanderie",,48.653495,6.151803,,,0,
1139,VAGLL0,"Glaïeuls",,48.666340,6.186513,,,0,
168,VAGTH0,"Goethe",,48.660210,6.179724,,,0,
